EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Other, Other, Timestamp, Other, Other, Other, Other, Other, Other, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Marker Channel, Timestamp (Formatted)
0.0, 0.0, 21.50830686797708, 25.77614767320905, 49.23685337359666, 34.98179489787046, 82.30423279936184, 36.45317252772827, 117.71775183189581, 21.421735357307455, 168.67804589304023, 20.690446184240187, 159.31476788391896, 30.797634242263, 195.19431342681926, 39.12671341069871, 240.3335807391719, 0.8599545844939049, 0.8620617363463051, 0.9389256007497556, 0.835599943963382, 0.9791690828983522, 0.8098572375536148, 0.9098162535480974, 486.6841306420802, 262049.60694537492, 36.59357770251384, 955.7494464211366, 917.8375732654152, 83.88387310215725, 1.7759965233585253E9, 0.0, 2026-04-12 20:22:03.383
0.0, 0.0, 28.855853709306928, 9.56289502666954, 75.1475328922773, -3.9870727776294856, 111.65232112683938, 9.368412909037275, 168.39067022056753, 11.076363933056143, 239.23071956934731, 36.78721713981129, 235.46754233482181, -38.29770781126393, 546.6825982216542, 86.95533016894099, 285.9175866744935, 0.9940816364375401, 0.9142174968762998, 0.9615873415459738, 0.8122846796458572, 0.9124485432529529, 0.8450093109961959, 0.9150941118145569, 532.8739280829135, 276986.1651952386, 36.60007686028663, 981.2748925919385, 1094.3540355831274, 88.81589067327172, 1.7759965233630853E9, 0.0, 2026-04-12 20:22:03.383
0.0, 0.0, 35.496883992599, -2.471693803780532, 84.51240929088542, -13.642755662486884, 141.37954155978636, -40.643240084334565, 138.1093505914326, 15.800264609146438, 132.97625026014492, 127.81623141176173, 57.35877644490388, 565.64018976166, -42.66250080814416, 278.8659304069791, 64.69574560546204, 0.9739880590871864, 0.9608505869514358, 0.8953926577732685, 0.9330337923508748, 0.9529193487921154, 0.8560706218354974, 1.0406145570793364, 519.9780089735219, 240904.87087163198, 36.5961049855075, 1009.2664018228398, 919.154024765991, 80.88500787544778, 1.7759965233670757E9, 0.0, 2026-04-12 20:22:03.383
0.0, 0.0, 38.78510121818655, -9.820302465113151, 96.40293066406633, 2.9129045054685676, 114.67255185221157, 49.49981021507274, 57.41679177800387, 180.42747952374984, -30.86784071993449, 262.2552238152829, -37.25094782128676, 523.1611649311784, 148.81107506683378, 145.15327320215357, 323.448459235679, 0.9863798345951654, 0.8567611753274392, 0.9092380247256108, 0.9628033884537303, 0.9505216862306239, 0.8496013519055189, 1.0523592626185219, 488.0655725451326, 251179.69335241214, 36.59774609123998, 1059.388432669408, 949.5432050100859, 92.78696039598219, 1.7759965233710644E9, 0.0, 2026-04-12 20:22:03.383
0.0, 0.0, 45.0198554284368, -11.98510372624159, 93.56081430409697, 15.211190774802304, 49.14325468571589, 140.79136625022926, -50.47544035255973, 210.86853166432488, 45.97672177881294, 159.7302028653296, 194.95189116974893, -18.459313907921143, 345.5020702836032, -63.24014218988759, 391.32531414170234, 0.8475851884482251, 0.8056935474675974, 0.8188612668107843, 0.8453208553271057, 0.9938272445451061, 0.9236471221692607, 0.9357793826330335, 540.8789157596367, 228531.24836271143, 36.60239657044547, 910.2011196694561, 902.8747975018978, 81.35910689569786, 1.7759965233743205E9, 0.0, 2026-04-12 20:22:03.383
0.0, 0.0, 45.01840782982477, -6.642557944632465, 70.99175701611422, 63.70348981603413, -7.465833618690056, 189.92523512434437, -9.726092577922117, 118.05204857397115, 184.6734822145819, -95.28782137217891, 366.3207911297072, -23.685720285313124, 133.09021797097608, 241.19475153854074, 103.7928450799393, 0.857334239966063, 0.9550142688298598, 0.8286709740639803, 0.918611691694511, 0.9552879020301653, 0.9252487314986554, 1.0384635979723211, 462.0777421584886, 252943.58050054286, 36.608040988643616, 904.2434411463873, 1051.023483151291, 94.32556691586088, 1.7759965233785658E9, 0.0, 2026-04-12 20:22:03.383
0.0, 0.0, 49.673000353590204, 0.6606169624561353, 38.47229688647379, 111.92467316645084, -7.3532663302109995, 271.7589095921022, 94.52624823691184, 26.099096765001285, 501.9539216694195, 32.75091656864696, 104.40102733782055, 370.94788302677, -157.86371460834374, 281.59609139401516, 245.5560378321594, 0.8462673844591855, 0.8365916502399459, 0.967194794568171, 0.9047563584302644, 0.8626766807798809, 0.9825806179361353, 0.9566648755733728, 542.1207301575425, 269455.0381791965, 36.59097652446814, 913.234114010112, 935.4267883304019, 96.61685964492422, 1.7759965233825667E9, 0.0, 2026-04-12 20:22:03.383
0.0, 0.0, 47.39299035880585, 12.332855172647086, 13.829400703064739, 135.29416096223218, 15.271467289481734, 103.44381717602698, 157.00681786117582, -68.08951539701212, 247.3096500237877, 502.82122977899417, -12.874394905870446, 242.2434374071746, 190.91483237373208, -101.69084456850015, 470.8475064331278, 0.9048424616656306, 0.8660465128002129, 0.8755019068138071, 0.8352392280490383, 0.9251621150026793, 0.9412102488720447, 1.0893404554936024, 483.4729879124605, 246030.89752111005, 36.592567465103905, 968.2782207393004, 980.3747013794724, 99.17790452621992, 1.7759965233861053E9, 0.0, 2026-04-12 20:22:03.416
0.0, 0.0, 46.44398055001875, 28.77016111763251, -7.724053419091113, 115.03594369665977, 59.88153761704191, -16.460862494434593, 166.8745214843858, 92.03329726904362, -57.007992271339646, 521.7491659151265, 123.7577765562651, 7.792635027601591, 245.28912506036124, 306.3002599404738, -138.208574718847, 0.9363496120460163, 0.9104312899697956, 0.8812201698338815, 0.9358929618117212, 0.9068658589231792, 0.9132957155233626, 1.0890426417648582, 471.48808119750413, 241166.8582328203, 36.60191771573, 931.1520736130451, 1061.996469729926, 87.02146714115933, 1.7759965233911047E9, 0.0, 2026-04-12 20:22:03.416
0.0, 0.0, 40.230965670291624, 42.944819686179315, -8.845195709968486, 81.93886574109528, 125.21505731530023, -48.523058717257285, 83.71710932006907, 194.2886762615238, 31.763929505354724, 139.59209977386132, 347.5490182684528, 22.88783191031864, 57.37325299460393, 661.0219401554616, 158.68720482325733, 0.9679425809262369, 0.9276215413846151, 0.8966336666732984, 0.9041811974548516, 0.8404461065273447, 0.8672047133089805, 1.0434643688266247, 465.01962151593017, 253177.15741786276, 36.59667104237234, 1035.8339260104578, 960.0731686648985, 95.82460136656017, 1.7759965233950996E9, 0.0, 2026-04-12 20:22:03.416
