EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Other, Other, Timestamp, Other, Other, Other, Other, Other, Other, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Marker Channel, Timestamp (Formatted)
0.0, 0.0, 15.47613113431376, -13.18634998554819, 64.81439013941181, 123.19091779672796, 3.3681527840792214, 1.2479964565061579, 148.22915548457763, 161.27799674908823, 21.352878222029815, 47.28209513733179, 245.6294103848864, 152.27004337425882, 62.03487740548616, 172.40438876932305, 405.82332285873076, 0.8866662062419678, 0.9072838309953905, 0.8577729534041437, 0.8017376719220496, 0.9741803442514271, 0.8841828887400298, 0.9169098245027866, 548.7594762293002, 239402.47363243613, 36.59352943860271, 1095.4995315958206, 1099.0562646242192, 89.13639144915899, 1.775996522511341E9, 0.0, 2026-04-12 20:22:02.512
0.0, 0.0, 8.055646125320719, -1.849582637146625, 84.86338557488256, 79.84858424442967, -40.71424776772835, 73.45597529993911, 159.04775917857125, 29.78619695455297, 11.67849675917023, 233.18595158200557, 172.7003530816179, -29.31006824050081, 174.51844370312875, 315.14631175691386, 55.22975571671431, 0.9660396863759234, 0.9287947999155671, 0.9043569659814182, 0.8958650636913764, 0.879404881006197, 0.872060936460957, 1.028916468339982, 457.17187718207896, 268308.0993042558, 36.601218499899254, 965.6586611230975, 994.8814277550526, 97.9524406106517, 1.7759965225153072E9, 0.0, 2026-04-12 20:22:02.545
0.0, 0.0, 2.304799358284537, 10.853814178730833, 93.89938077640613, 36.95097641877077, 5.113394050570051, 176.3322826608742, 109.99720199291285, 2.9740197677855633, 135.60593020594385, 247.26371374116786, 46.24363195497956, 124.354127390636, 357.1130584342596, 3.0099921394858313, 77.92837661115438, 0.9560609353042612, 0.9914373961373416, 0.8936399799001882, 0.8938811609206241, 0.9490274348638085, 0.979597718586073, 0.9361797330195755, 451.36581967739517, 228581.17213945475, 36.593060346204346, 1086.330485413466, 952.7208501691647, 91.52955420579832, 1.7759965225193317E9, 0.0, 2026-04-12 20:22:02.545
0.0, 0.0, -3.044098999210078, 23.108452207311796, 99.61421062146403, -14.083341196858882, 40.47025024421689, 144.9005707438606, 1.8960259240920436, 107.77171357388606, 226.81755609914495, -11.10303424432341, 77.0821620136233, 249.00768768626813, 44.57689562368709, 0.43056614435172946, 255.23084983125392, 0.8916182963148306, 0.875257305294815, 0.9804491249732029, 0.9389470295237342, 0.8733200965923897, 0.8377696931080482, 1.0389079905159673, 536.8886848366867, 261534.27048969033, 36.590467331942925, 1041.3060213351955, 1029.0605331344907, 81.14136406074508, 1.7759965225229445E9, 0.0, 2026-04-12 20:22:02.545
0.0, 0.0, -7.5327423994116245, 40.81654312313663, 76.14005175975586, -24.28305161281125, 100.50424215570104, 118.13794821858701, -94.09689307458396, 389.74962277971713, 123.3210304393817, -53.470653069463765, 202.28559155538568, 102.57463224994783, 31.662688366503275, 283.8933733033979, 11.746507364449002, 0.942864647346379, 0.941464182197863, 0.8554619387669031, 0.8186902554081551, 0.8607706468985218, 0.9544233146402031, 1.0218191719405438, 521.6157437767981, 254028.11237038448, 36.59462306004635, 1008.1408484783119, 1000.488212597666, 83.81380678449662, 1.775996522526935E9, 0.0, 2026-04-12 20:22:02.545
0.0, 0.0, -8.478415904537549, 56.910958710799626, 53.60775196950448, -8.634397742020042, 158.5678768741251, 20.73250199799169, 73.26468934185073, 407.5059245643363, -55.20752868368842, 163.78409685138925, 211.70789083453252, 35.82060149756818, 341.1723694734368, 145.29256674143542, 20.804559915535975, 0.8841833091566602, 0.8027829880089564, 0.8903029554155941, 0.8733079581366868, 0.8689919936127021, 0.8903458922986179, 0.9108721791939322, 535.504283496022, 270340.8121721509, 36.59177376650345, 1036.1477986234986, 1031.0013616382412, 82.83567092678827, 1.7759965225309372E9, 0.0, 2026-04-12 20:22:02.545
0.0, 0.0, -7.396564334559045, 69.74693265117244, 25.98732606485676, 25.476452855662398, 121.3652347207805, -24.993437179881738, 236.9454645575545, 106.0905053712521, -20.325098853564327, 282.21119805118343, 62.55871040840278, 155.7315476930708, 252.61300094302533, -159.90254694527732, 421.12936114518294, 0.8015967394447402, 0.8781253077435767, 0.9515943526676599, 0.9728376997335423, 0.8151457323415819, 0.8229212067623332, 1.091492696159009, 504.09590374022696, 272970.03478421934, 36.60165180502218, 997.7530811519649, 980.7920455234241, 92.33373173279851, 1.775996522534875E9, 0.0, 2026-04-12 20:22:02.545
0.0, 0.0, -4.268119623778706, 75.45655970061976, 4.06525213318961, 61.547901111056035, 83.38804539775958, -33.35622105891497, 202.85865887910415, -48.921978699467445, 174.84942495540906, 238.42024530392283, -21.284431378022077, 403.3494945296041, -111.95980519325866, 362.6903854967892, 123.85714167670301, 0.9868891813012358, 0.8119173528312861, 0.8164345428173619, 0.9040435199876634, 0.9064980100094436, 0.9914127612885238, 1.0445289532051198, 459.9213656326808, 278819.88220663904, 36.59912257275482, 958.2111616203781, 953.3362833622716, 97.79287908808404, 1.7759965225388803E9, 0.0, 2026-04-12 20:22:02.545
0.0, 0.0, -5.003260559410855, 76.15658065883254, -5.215186481308123, 102.95928576648475, 29.310438715823476, 62.57515515649429, 142.40124859342575, -46.84244803739887, 271.58669223569984, -91.91799828472892, 439.0528670575221, 82.8197589164599, 222.75291371446443, 296.64426372618937, -50.44579945279324, 0.9867413456744855, 0.878015700293033, 0.9996276571572441, 0.863281082131957, 0.9853264857236349, 0.9336496284669816, 0.9036231140305215, 450.2299307913153, 241882.44832114576, 36.59959429216653, 1082.3564238132922, 903.7098293317146, 87.44363321659308, 1.775996522542906E9, 0.0, 2026-04-12 20:22:02.545
0.0, 0.0, 2.4902203108963654, 68.56362143755459, -18.468533576009676, 135.97399811379515, -39.61332872059636, 148.14700027680396, 41.13222467164223, 105.20068348319758, 113.17830110580618, 40.74366440877375, 575.238894290667, -14.758507920819312, 713.7235570934738, -49.153474704118366, 200.9001572137451, 0.8882582503946399, 0.9481523707575569, 0.9310336995310885, 0.9819834667212234, 0.943561425023597, 0.8852133222509195, 0.9611343944008255, 451.24363187668297, 243418.06470946837, 36.59040463284665, 973.3867498451779, 1062.64140851404, 92.53711574313802, 1.775996522546744E9, 0.0, 2026-04-12 20:22:02.577
